,country,Year,democracy score,years of schooling
50883,Switzerland,1849,0.541,9.9
50884,Switzerland,1850,0.541,9.9
50885,Switzerland,1851,0.541,9.9
50886,Switzerland,1852,0.541,9.9
50887,Switzerland,1853,0.541,9.9
50888,Switzerland,1854,0.541,9.9
50889,Switzerland,1855,0.543,9.9
50890,Switzerland,1856,0.543,9.9
50891,Switzerland,1857,0.542,9.9
50892,Switzerland,1858,0.54,9.9
50893,Switzerland,1859,0.54,9.9
50894,Switzerland,1860,0.541,9.9
50895,Switzerland,1861,0.543,9.9
50896,Switzerland,1862,0.543,9.9
50897,Switzerland,1863,0.543,9.9
50898,Switzerland,1864,0.542,9.9
50899,Switzerland,1865,0.542,9.9
50900,Switzerland,1866,0.542,9.9
50901,Switzerland,1867,0.542,9.9
50902,Switzerland,1868,0.542,9.9
50903,Switzerland,1869,0.542,9.9
50904,Switzerland,1870,0.542,9.9
50905,Switzerland,1871,0.542,9.9
50906,Switzerland,1872,0.542,9.9
50907,Switzerland,1873,0.541,9.9
50908,Switzerland,1874,0.579,9.9
50909,Switzerland,1875,0.579,9.9
50910,Switzerland,1876,0.579,9.9
50911,Switzerland,1877,0.579,9.9
50912,Switzerland,1878,0.579,9.9
50913,Switzerland,1879,0.58,9.9
50914,Switzerland,1880,0.58,9.9
50915,Switzerland,1881,0.581,9.9
50916,Switzerland,1882,0.582,9.9
50917,Switzerland,1883,0.582,9.9
50918,Switzerland,1884,0.581,9.9
50919,Switzerland,1885,0.579,9.9
50920,Switzerland,1886,0.579,9.9
50921,Switzerland,1887,0.579,9.9
50922,Switzerland,1888,0.58,9.9
50923,Switzerland,1889,0.58,9.9
50924,Switzerland,1890,0.58,9.9
50925,Switzerland,1891,0.577,9.9
50926,Switzerland,1892,0.577,9.9
50927,Switzerland,1893,0.578,9.9
50928,Switzerland,1894,0.58,9.9
50929,Switzerland,1895,0.58,9.9
50930,Switzerland,1896,0.579,9.9
50931,Switzerland,1897,0.578,9.9
50932,Switzerland,1898,0.578,9.9
50933,Switzerland,1899,0.578,9.9
50934,Switzerland,1900,0.585,9.9
50935,Switzerland,1901,0.585,9.9
50936,Switzerland,1902,0.587,9.9
50937,Switzerland,1903,0.594,9.9
50938,Switzerland,1904,0.594,9.9
50939,Switzerland,1905,0.599,9.9
50940,Switzerland,1906,0.598,9.9
50941,Switzerland,1907,0.598,9.9
50942,Switzerland,1908,0.598,9.9
50943,Switzerland,1909,0.6,9.9
50944,Switzerland,1910,0.6,9.9
50945,Switzerland,1911,0.6,9.9
50946,Switzerland,1912,0.6,9.9
50947,Switzerland,1913,0.6,9.9
50948,Switzerland,1914,0.601,9.9
50949,Switzerland,1915,0.597,9.9
50950,Switzerland,1916,0.597,9.9
50951,Switzerland,1917,0.6,9.9
50952,Switzerland,1918,0.599,9.9
50953,Switzerland,1919,0.599,9.9
50954,Switzerland,1920,0.606,9.9
50955,Switzerland,1921,0.606,9.9
50956,Switzerland,1922,0.606,9.9
50957,Switzerland,1923,0.605,9.9
50958,Switzerland,1924,0.605,9.9
50959,Switzerland,1925,0.604,9.9
50960,Switzerland,1926,0.604,9.9
50961,Switzerland,1927,0.604,9.9
50962,Switzerland,1928,0.604,9.9
50963,Switzerland,1929,0.605,9.9
50964,Switzerland,1930,0.605,9.9
50965,Switzerland,1931,0.606,9.9
50966,Switzerland,1932,0.606,9.9
50967,Switzerland,1933,0.606,9.9
50968,Switzerland,1934,0.606,9.9
50969,Switzerland,1935,0.606,9.9
50970,Switzerland,1936,0.607,9.9
50971,Switzerland,1937,0.607,9.9
50972,Switzerland,1938,0.607,9.9
50973,Switzerland,1939,0.603,9.9
50974,Switzerland,1940,0.595,9.9
50975,Switzerland,1941,0.595,9.9
50976,Switzerland,1942,0.595,9.9
50977,Switzerland,1943,0.595,9.9
50978,Switzerland,1944,0.599,9.9
50979,Switzerland,1945,0.604,9.9
50980,Switzerland,1946,0.618,9.9
50981,Switzerland,1947,0.618,9.9
50982,Switzerland,1948,0.618,9.9
50983,Switzerland,1949,0.618,9.9
50984,Switzerland,1950,0.618,9.9
50985,Switzerland,1951,0.618,9.9
50986,Switzerland,1952,0.618,9.9
50987,Switzerland,1953,0.618,9.9
50988,Switzerland,1954,0.618,9.9
50989,Switzerland,1955,0.618,9.9
50990,Switzerland,1956,0.618,9.9
50991,Switzerland,1957,0.618,9.9
50992,Switzerland,1958,0.618,9.9
50993,Switzerland,1959,0.618,9.9
50994,Switzerland,1960,0.622,9.9
50995,Switzerland,1961,0.622,9.9
50996,Switzerland,1962,0.622,9.9
50997,Switzerland,1963,0.622,9.9
50998,Switzerland,1964,0.624,9.9
50999,Switzerland,1965,0.624,9.9
51000,Switzerland,1966,0.624,9.9
51001,Switzerland,1967,0.626,9.9
51002,Switzerland,1968,0.625,9.9
51003,Switzerland,1969,0.625,9.9
51004,Switzerland,1970,0.626,9.9
51005,Switzerland,1971,0.629,9.9
51006,Switzerland,1972,0.854,9.9
51007,Switzerland,1973,0.854,9.9
51008,Switzerland,1974,0.854,9.9
51009,Switzerland,1975,0.858,9.9
51010,Switzerland,1976,0.858,9.9
51011,Switzerland,1977,0.864,9.9
51012,Switzerland,1978,0.864,9.9
51013,Switzerland,1979,0.864,9.9
51014,Switzerland,1980,0.873,9.9
51015,Switzerland,1981,0.873,9.9
51016,Switzerland,1982,0.873,9.9
51017,Switzerland,1983,0.872,9.9
51018,Switzerland,1984,0.867,9.9
51019,Switzerland,1985,0.867,9.9
51020,Switzerland,1986,0.867,9.9
51021,Switzerland,1987,0.868,9.9
51022,Switzerland,1988,0.87,9.9
51023,Switzerland,1989,0.876,9.9
51024,Switzerland,1990,0.885,9.9
51025,Switzerland,1991,0.887,9.9
51026,Switzerland,1992,0.886,9.9
51027,Switzerland,1993,0.886,9.9
51028,Switzerland,1994,0.886,9.9
51029,Switzerland,1995,0.886,9.9
51030,Switzerland,1996,0.888,9.9
51031,Switzerland,1997,0.888,9.9
51032,Switzerland,1998,0.888,9.9
51033,Switzerland,1999,0.887,9.9
51034,Switzerland,2000,0.886,9.9
51035,Switzerland,2001,0.886,9.9
51036,Switzerland,2002,0.886,9.9
51037,Switzerland,2003,0.886,9.9
51038,Switzerland,2004,0.888,9.9
51039,Switzerland,2005,0.888,9.9
51040,Switzerland,2006,0.888,9.9
51041,Switzerland,2007,0.889,9.9
51042,Switzerland,2008,0.894,9.9
51043,Switzerland,2009,0.894,9.9
51044,Switzerland,2010,0.894,9.9
51045,Switzerland,2011,0.896,9.9
51046,Switzerland,2012,0.904,9.9
51047,Switzerland,2013,0.904,9.9
51048,Switzerland,2014,0.904,9.9
51049,Switzerland,2015,0.901,9.9
51050,Switzerland,2016,0.892,9.9
51051,Switzerland,2017,0.898,9.9
51052,Switzerland,2018,0.898,9.9
51053,Switzerland,2019,0.897,9.9
51054,Switzerland,2020,0.894,9.9
51055,Switzerland,2021,0.885,9.9
51093,Syria,1789,0.02,2.2
51094,Syria,1790,0.02,2.2
51095,Syria,1791,0.02,2.2
51096,Syria,1792,0.02,2.2
51097,Syria,1793,0.02,2.2
51098,Syria,1794,0.02,2.2
51099,Syria,1795,0.02,2.2
51100,Syria,1796,0.02,2.2
51101,Syria,1797,0.02,2.2
51102,Syria,1798,0.02,2.2
51103,Syria,1799,0.02,2.2
51104,Syria,1800,0.02,2.2
51105,Syria,1801,0.02,2.2
51106,Syria,1802,0.02,2.2
51107,Syria,1803,0.02,2.2
51108,Syria,1804,0.02,2.2
51109,Syria,1805,0.02,2.2
51110,Syria,1806,0.02,2.2
51111,Syria,1807,0.02,2.2
51112,Syria,1808,0.02,2.2
51113,Syria,1809,0.019,2.2
51114,Syria,1810,0.019,2.2
51115,Syria,1811,0.019,2.2
51116,Syria,1812,0.019,2.2
51117,Syria,1813,0.019,2.2
51118,Syria,1814,0.019,2.2
51119,Syria,1815,0.019,2.2
51120,Syria,1816,0.019,2.2
51121,Syria,1817,0.019,2.2
51122,Syria,1818,0.019,2.2
51123,Syria,1819,0.019,2.2
51124,Syria,1820,0.019,2.2
51125,Syria,1821,0.019,2.2
51126,Syria,1822,0.019,2.2
51127,Syria,1823,0.019,2.2
51128,Syria,1824,0.019,2.2
51129,Syria,1825,0.019,2.2
51130,Syria,1826,0.019,2.2
51131,Syria,1827,0.019,2.2
51132,Syria,1828,0.019,2.2
51133,Syria,1829,0.019,2.2
51134,Syria,1830,0.019,2.2
51135,Syria,1831,0.031,2.2
51136,Syria,1832,0.031,2.2
51137,Syria,1833,0.031,2.2
51138,Syria,1834,0.031,2.2
51139,Syria,1835,0.031,2.2
51140,Syria,1836,0.031,2.2
51141,Syria,1837,0.031,2.2
51142,Syria,1838,0.031,2.2
51143,Syria,1839,0.031,2.2
51144,Syria,1840,0.018,2.2
51145,Syria,1841,0.018,2.2
51146,Syria,1842,0.018,2.2
51147,Syria,1843,0.018,2.2
51148,Syria,1844,0.018,2.2
51149,Syria,1845,0.018,2.2
51150,Syria,1846,0.018,2.2
51151,Syria,1847,0.018,2.2
51152,Syria,1848,0.018,2.2
51153,Syria,1849,0.018,2.2
51154,Syria,1850,0.018,2.2
51155,Syria,1851,0.018,2.2
51156,Syria,1852,0.018,2.2
51157,Syria,1853,0.018,2.2
51158,Syria,1854,0.018,2.2
51159,Syria,1855,0.018,2.2
51160,Syria,1856,0.018,2.2
51161,Syria,1857,0.018,2.2
51162,Syria,1858,0.018,2.2
51163,Syria,1859,0.018,2.2
51164,Syria,1860,0.031,2.2
51165,Syria,1861,0.035,2.2
51166,Syria,1862,0.035,2.2
51167,Syria,1863,0.035,2.2
51168,Syria,1864,0.035,2.2
51169,Syria,1865,0.033,2.2
51170,Syria,1866,0.033,2.2
51171,Syria,1867,0.035,2.2
51172,Syria,1868,0.035,2.2
51173,Syria,1869,0.035,2.2
51174,Syria,1870,0.035,2.2
51175,Syria,1871,0.035,2.2
51176,Syria,1872,0.035,2.2
51177,Syria,1873,0.035,2.2
51178,Syria,1874,0.035,2.2
51179,Syria,1875,0.035,2.2
51180,Syria,1876,0.1,2.2
51181,Syria,1877,0.031,2.2
51182,Syria,1878,0.012,2.2
51183,Syria,1879,0.012,2.2
51184,Syria,1880,0.012,2.2
51185,Syria,1881,0.012,2.2
51186,Syria,1882,0.012,2.2
51187,Syria,1883,0.012,2.2
51188,Syria,1884,0.012,2.2
51189,Syria,1885,0.012,2.2
51190,Syria,1886,0.012,2.2
51191,Syria,1887,0.012,2.2
51192,Syria,1888,0.012,2.2
51193,Syria,1889,0.012,2.2
51194,Syria,1890,0.008,2.2
51195,Syria,1891,0.008,2.2
51196,Syria,1892,0.008,2.2
51197,Syria,1893,0.008,2.2
51198,Syria,1894,0.008,2.2
51199,Syria,1895,0.008,2.2
51200,Syria,1896,0.008,2.2
51201,Syria,1897,0.008,2.2
51202,Syria,1898,0.008,2.2
51203,Syria,1899,0.008,2.2
51204,Syria,1900,0.009,2.2
51205,Syria,1901,0.009,2.2
51206,Syria,1902,0.009,2.2
51207,Syria,1903,0.009,2.2
51208,Syria,1904,0.009,2.2
51209,Syria,1905,0.009,2.2
51210,Syria,1906,0.009,2.2
51211,Syria,1907,0.009,2.2
51212,Syria,1908,0.062,2.2
51213,Syria,1909,0.157,2.2
51214,Syria,1910,0.145,2.2
51215,Syria,1911,0.139,2.2
51216,Syria,1912,0.119,2.2
51217,Syria,1913,0.083,2.2
51218,Syria,1914,0.074,2.2
51219,Syria,1915,0.074,2.2
51220,Syria,1916,0.072,2.2
51221,Syria,1917,0.072,2.2
51222,Syria,1918,0.131,2.2
51223,Syria,1919,0.13,2.2
51224,Syria,1922,0.071,2.2
51225,Syria,1923,0.071,2.2
51226,Syria,1924,0.071,2.2
51227,Syria,1925,0.071,2.2
51228,Syria,1926,0.071,2.2
51229,Syria,1927,0.071,2.2
51230,Syria,1928,0.096,2.2
51231,Syria,1929,0.096,2.2
51232,Syria,1930,0.12,2.2
51233,Syria,1931,0.126,2.2
51234,Syria,1932,0.141,2.2
51235,Syria,1933,0.138,2.2
51236,Syria,1934,0.125,2.2
51237,Syria,1935,0.125,2.2
51238,Syria,1936,0.128,2.2
51239,Syria,1937,0.158,2.2
51240,Syria,1938,0.158,2.2
51241,Syria,1939,0.107,2.2
51242,Syria,1940,0.107,2.2
51243,Syria,1941,0.107,2.2
51244,Syria,1942,0.107,2.2
51245,Syria,1943,0.118,2.2
51246,Syria,1944,0.138,2.2
51247,Syria,1945,0.12,2.2
51248,Syria,1946,0.138,2.2
51249,Syria,1947,0.21,2.2
51250,Syria,1948,0.316,2.2
51251,Syria,1949,0.238,2.2
51252,Syria,1950,0.25,2.2
51253,Syria,1951,0.217,2.2
51254,Syria,1952,0.147,2.2
51255,Syria,1953,0.175,2.2
51256,Syria,1954,0.274,2.2
51257,Syria,1955,0.315,2.2
51258,Syria,1956,0.317,2.2
51259,Syria,1957,0.317,2.2
51260,Syria,1958,0.123,2.2
51261,Syria,1959,0.083,2.2
51262,Syria,1960,0.081,2.2
51263,Syria,1961,0.088,2.2
51264,Syria,1962,0.26,2.2
51265,Syria,1963,0.16,2.2
51266,Syria,1964,0.143,2.2
51267,Syria,1965,0.143,2.2
