,country,Year,democracy score,years of schooling
35271,Myanmar,1815,0.02,1.52
35272,Myanmar,1816,0.02,1.52
35273,Myanmar,1817,0.02,1.52
35274,Myanmar,1818,0.02,1.52
35275,Myanmar,1819,0.02,1.52
35276,Myanmar,1820,0.02,1.52
35277,Myanmar,1821,0.02,1.52
35278,Myanmar,1822,0.02,1.52
35279,Myanmar,1823,0.02,1.52
35280,Myanmar,1824,0.02,1.52
35281,Myanmar,1825,0.02,1.52
35282,Myanmar,1826,0.02,1.52
35283,Myanmar,1827,0.02,1.52
35284,Myanmar,1828,0.02,1.52
35285,Myanmar,1829,0.02,1.52
35286,Myanmar,1830,0.02,1.52
35287,Myanmar,1831,0.02,1.52
35288,Myanmar,1832,0.02,1.52
35289,Myanmar,1833,0.02,1.52
35290,Myanmar,1834,0.02,1.52
35291,Myanmar,1835,0.02,1.52
35292,Myanmar,1836,0.02,1.52
35293,Myanmar,1837,0.028,1.52
35294,Myanmar,1838,0.031,1.52
35295,Myanmar,1839,0.031,1.52
35296,Myanmar,1840,0.031,1.52
35297,Myanmar,1841,0.031,1.52
35298,Myanmar,1842,0.031,1.52
35299,Myanmar,1843,0.031,1.52
35300,Myanmar,1844,0.031,1.52
35301,Myanmar,1845,0.031,1.52
35302,Myanmar,1846,0.031,1.52
35303,Myanmar,1847,0.031,1.52
35304,Myanmar,1848,0.031,1.52
35305,Myanmar,1849,0.031,1.52
35306,Myanmar,1850,0.031,1.52
35307,Myanmar,1851,0.031,1.52
35308,Myanmar,1852,0.031,1.52
35309,Myanmar,1853,0.031,1.52
35310,Myanmar,1854,0.031,1.52
35311,Myanmar,1855,0.031,1.52
35312,Myanmar,1856,0.031,1.52
35313,Myanmar,1857,0.031,1.52
35314,Myanmar,1858,0.031,1.52
35315,Myanmar,1859,0.031,1.52
35316,Myanmar,1860,0.031,1.52
35317,Myanmar,1861,0.031,1.52
35318,Myanmar,1862,0.036,1.52
35319,Myanmar,1863,0.036,1.52
35320,Myanmar,1864,0.036,1.52
35321,Myanmar,1865,0.036,1.52
35322,Myanmar,1866,0.036,1.52
35323,Myanmar,1867,0.036,1.52
35324,Myanmar,1868,0.036,1.52
35325,Myanmar,1869,0.036,1.52
35326,Myanmar,1870,0.036,1.52
35327,Myanmar,1871,0.036,1.52
35328,Myanmar,1872,0.036,1.52
35329,Myanmar,1873,0.059,1.52
35330,Myanmar,1874,0.059,1.52
35331,Myanmar,1875,0.059,1.52
35332,Myanmar,1876,0.059,1.52
35333,Myanmar,1877,0.059,1.52
35334,Myanmar,1878,0.059,1.52
35335,Myanmar,1879,0.059,1.52
35336,Myanmar,1880,0.059,1.52
35337,Myanmar,1881,0.059,1.52
35338,Myanmar,1882,0.059,1.52
35339,Myanmar,1883,0.059,1.52
35340,Myanmar,1884,0.059,1.52
35341,Myanmar,1885,0.059,1.52
35342,Myanmar,1886,0.092,1.52
35343,Myanmar,1887,0.092,1.52
35344,Myanmar,1888,0.092,1.52
35345,Myanmar,1889,0.092,1.52
35346,Myanmar,1890,0.092,1.52
35347,Myanmar,1891,0.092,1.52
35348,Myanmar,1892,0.092,1.52
35349,Myanmar,1893,0.092,1.52
35350,Myanmar,1894,0.092,1.52
35351,Myanmar,1895,0.092,1.52
35352,Myanmar,1896,0.092,1.52
35353,Myanmar,1897,0.092,1.52
35354,Myanmar,1898,0.092,1.52
35355,Myanmar,1899,0.092,1.52
35356,Myanmar,1900,0.089,1.52
35357,Myanmar,1901,0.089,1.52
35358,Myanmar,1902,0.089,1.52
35359,Myanmar,1903,0.089,1.52
35360,Myanmar,1904,0.089,1.52
35361,Myanmar,1905,0.089,1.52
35362,Myanmar,1906,0.089,1.52
35363,Myanmar,1907,0.089,1.52
35364,Myanmar,1908,0.089,1.52
35365,Myanmar,1909,0.089,1.52
35366,Myanmar,1910,0.089,1.52
35367,Myanmar,1911,0.089,1.52
35368,Myanmar,1912,0.089,1.52
35369,Myanmar,1913,0.089,1.52
35370,Myanmar,1914,0.089,1.52
35371,Myanmar,1915,0.089,1.52
35372,Myanmar,1916,0.089,1.52
35373,Myanmar,1917,0.089,1.52
35374,Myanmar,1918,0.089,1.52
35375,Myanmar,1919,0.089,1.52
35376,Myanmar,1920,0.09,1.52
35377,Myanmar,1921,0.095,1.52
35378,Myanmar,1922,0.122,1.52
35379,Myanmar,1923,0.2,1.52
35380,Myanmar,1924,0.2,1.52
35381,Myanmar,1925,0.2,1.52
35382,Myanmar,1926,0.2,1.52
35383,Myanmar,1927,0.2,1.52
35384,Myanmar,1928,0.2,1.52
35385,Myanmar,1929,0.196,1.52
35386,Myanmar,1930,0.196,1.52
35387,Myanmar,1931,0.196,1.52
35388,Myanmar,1932,0.197,1.52
35389,Myanmar,1933,0.201,1.52
35390,Myanmar,1934,0.201,1.52
35391,Myanmar,1935,0.205,1.52
35392,Myanmar,1936,0.209,1.52
35393,Myanmar,1937,0.222,1.52
35394,Myanmar,1938,0.222,1.52
35395,Myanmar,1939,0.222,1.52
35396,Myanmar,1940,0.222,1.52
35397,Myanmar,1941,0.218,1.52
35398,Myanmar,1942,0.108,1.52
35399,Myanmar,1943,0.092,1.52
35400,Myanmar,1944,0.095,1.52
35401,Myanmar,1945,0.131,1.52
35402,Myanmar,1946,0.166,1.52
35403,Myanmar,1947,0.194,1.52
35404,Myanmar,1948,0.221,1.52
35405,Myanmar,1949,0.224,1.52
35406,Myanmar,1950,0.224,1.52
35407,Myanmar,1951,0.257,1.52
35408,Myanmar,1952,0.396,1.52
35409,Myanmar,1953,0.433,1.52
35410,Myanmar,1954,0.433,1.52
35411,Myanmar,1955,0.433,1.52
35412,Myanmar,1956,0.426,1.52
35413,Myanmar,1957,0.423,1.52
35414,Myanmar,1958,0.406,1.52
35415,Myanmar,1959,0.406,1.52
35416,Myanmar,1960,0.415,1.52
35417,Myanmar,1961,0.422,1.52
35418,Myanmar,1962,0.122,1.52
35419,Myanmar,1963,0.077,1.52
35420,Myanmar,1964,0.07,1.52
35421,Myanmar,1965,0.07,1.52
35422,Myanmar,1966,0.07,1.52
35423,Myanmar,1967,0.07,1.52
35424,Myanmar,1968,0.07,1.52
35425,Myanmar,1969,0.07,1.52
35426,Myanmar,1970,0.07,1.52
35427,Myanmar,1971,0.07,1.52
35428,Myanmar,1972,0.07,1.52
35429,Myanmar,1973,0.07,1.52
35430,Myanmar,1974,0.073,1.52
35431,Myanmar,1975,0.136,1.52
35432,Myanmar,1976,0.136,1.52
35433,Myanmar,1977,0.136,1.52
35434,Myanmar,1978,0.136,1.52
35435,Myanmar,1979,0.136,1.52
35436,Myanmar,1980,0.137,1.52
35437,Myanmar,1981,0.137,1.52
35438,Myanmar,1982,0.137,1.52
35439,Myanmar,1983,0.137,1.52
35440,Myanmar,1984,0.137,1.52
35441,Myanmar,1985,0.137,1.52
35442,Myanmar,1986,0.137,1.52
35443,Myanmar,1987,0.137,1.52
35444,Myanmar,1988,0.125,1.52
35445,Myanmar,1989,0.089,1.52
35446,Myanmar,1990,0.115,1.52
35447,Myanmar,1991,0.089,1.52
35448,Myanmar,1992,0.089,1.52
35449,Myanmar,1993,0.089,1.52
35450,Myanmar,1994,0.089,1.52
35451,Myanmar,1995,0.089,1.52
35452,Myanmar,1996,0.089,1.52
35453,Myanmar,1997,0.089,1.52
35454,Myanmar,1998,0.089,1.52
35455,Myanmar,1999,0.089,1.52
35456,Myanmar,2000,0.089,1.52
35457,Myanmar,2001,0.089,1.52
35458,Myanmar,2002,0.089,1.52
35459,Myanmar,2003,0.089,1.52
35460,Myanmar,2004,0.089,1.52
35461,Myanmar,2005,0.089,1.52
35462,Myanmar,2006,0.089,1.52
35463,Myanmar,2007,0.089,1.52
35464,Myanmar,2008,0.089,1.52
35465,Myanmar,2009,0.091,1.52
35466,Myanmar,2010,0.109,1.52
35467,Myanmar,2011,0.223,1.52
35468,Myanmar,2012,0.301,1.52
35469,Myanmar,2013,0.356,1.52
35470,Myanmar,2014,0.359,1.52
35471,Myanmar,2015,0.368,1.52
35472,Myanmar,2016,0.406,1.52
35473,Myanmar,2017,0.41,1.52
35474,Myanmar,2018,0.4,1.52
35475,Myanmar,2019,0.434,1.52
35476,Myanmar,2020,0.436,1.52
35477,Myanmar,2021,0.126,1.52
35996,Nepal,1789,0.007,0.52
35997,Nepal,1790,0.007,0.52
35998,Nepal,1791,0.007,0.52
35999,Nepal,1792,0.007,0.52
36000,Nepal,1793,0.007,0.52
36001,Nepal,1794,0.007,0.52
36002,Nepal,1795,0.007,0.52
36003,Nepal,1796,0.007,0.52
36004,Nepal,1797,0.007,0.52
36005,Nepal,1798,0.007,0.52
36006,Nepal,1799,0.007,0.52
36007,Nepal,1800,0.007,0.52
36008,Nepal,1801,0.007,0.52
36009,Nepal,1802,0.007,0.52
36010,Nepal,1803,0.007,0.52
36011,Nepal,1804,0.007,0.52
36012,Nepal,1805,0.007,0.52
36013,Nepal,1806,0.007,0.52
36014,Nepal,1807,0.007,0.52
36015,Nepal,1808,0.007,0.52
36016,Nepal,1809,0.007,0.52
36017,Nepal,1810,0.007,0.52
36018,Nepal,1811,0.007,0.52
36019,Nepal,1812,0.007,0.52
36020,Nepal,1813,0.007,0.52
36021,Nepal,1814,0.007,0.52
36022,Nepal,1815,0.007,0.52
36023,Nepal,1816,0.007,0.52
36024,Nepal,1817,0.007,0.52
36025,Nepal,1818,0.007,0.52
36026,Nepal,1819,0.007,0.52
36027,Nepal,1820,0.007,0.52
36028,Nepal,1821,0.007,0.52
36029,Nepal,1822,0.007,0.52
36030,Nepal,1823,0.007,0.52
36031,Nepal,1824,0.007,0.52
36032,Nepal,1825,0.007,0.52
36033,Nepal,1826,0.007,0.52
36034,Nepal,1827,0.007,0.52
36035,Nepal,1828,0.007,0.52
36036,Nepal,1829,0.007,0.52
36037,Nepal,1830,0.007,0.52
36038,Nepal,1831,0.007,0.52
36039,Nepal,1832,0.007,0.52
36040,Nepal,1833,0.007,0.52
36041,Nepal,1834,0.007,0.52
36042,Nepal,1835,0.007,0.52
36043,Nepal,1836,0.007,0.52
36044,Nepal,1837,0.007,0.52
36045,Nepal,1838,0.007,0.52
36046,Nepal,1839,0.007,0.52
36047,Nepal,1840,0.007,0.52
36048,Nepal,1841,0.007,0.52
36049,Nepal,1842,0.007,0.52
36050,Nepal,1843,0.007,0.52
36051,Nepal,1844,0.007,0.52
36052,Nepal,1845,0.007,0.52
36053,Nepal,1846,0.006,0.52
36054,Nepal,1847,0.006,0.52
36055,Nepal,1848,0.006,0.52
36056,Nepal,1849,0.006,0.52
36057,Nepal,1850,0.006,0.52
36058,Nepal,1851,0.006,0.52
36059,Nepal,1852,0.006,0.52
36060,Nepal,1853,0.006,0.52
36061,Nepal,1854,0.006,0.52
36062,Nepal,1855,0.006,0.52
36063,Nepal,1856,0.006,0.52
36064,Nepal,1857,0.006,0.52
36065,Nepal,1858,0.006,0.52
36066,Nepal,1859,0.006,0.52
36067,Nepal,1860,0.006,0.52
36068,Nepal,1861,0.006,0.52
36069,Nepal,1862,0.006,0.52
36070,Nepal,1863,0.006,0.52
36071,Nepal,1864,0.006,0.52
36072,Nepal,1865,0.006,0.52
36073,Nepal,1866,0.006,0.52
36074,Nepal,1867,0.006,0.52
36075,Nepal,1868,0.006,0.52
36076,Nepal,1869,0.006,0.52
36077,Nepal,1870,0.006,0.52
36078,Nepal,1871,0.006,0.52
36079,Nepal,1872,0.006,0.52
36080,Nepal,1873,0.006,0.52
36081,Nepal,1874,0.006,0.52
36082,Nepal,1875,0.006,0.52
36083,Nepal,1876,0.006,0.52
36084,Nepal,1877,0.006,0.52
36085,Nepal,1878,0.006,0.52
36086,Nepal,1879,0.006,0.52
36087,Nepal,1880,0.006,0.52
36088,Nepal,1881,0.006,0.52
36089,Nepal,1882,0.006,0.52
36090,Nepal,1883,0.006,0.52
36091,Nepal,1884,0.006,0.52
36092,Nepal,1885,0.006,0.52
36093,Nepal,1886,0.006,0.52
36094,Nepal,1887,0.006,0.52
36095,Nepal,1888,0.006,0.52
36096,Nepal,1889,0.006,0.52
36097,Nepal,1890,0.006,0.52
36098,Nepal,1891,0.006,0.52
36099,Nepal,1892,0.006,0.52
36100,Nepal,1893,0.006,0.52
36101,Nepal,1894,0.006,0.52
36102,Nepal,1895,0.006,0.52
36103,Nepal,1896,0.006,0.52
36104,Nepal,1897,0.006,0.52
36105,Nepal,1898,0.006,0.52
36106,Nepal,1899,0.006,0.52
36107,Nepal,1900,0.01,0.52
36108,Nepal,1901,0.01,0.52
36109,Nepal,1902,0.01,0.52
36110,Nepal,1903,0.01,0.52
36111,Nepal,1904,0.01,0.52
36112,Nepal,1905,0.01,0.52
36113,Nepal,1906,0.01,0.52
36114,Nepal,1907,0.01,0.52
36115,Nepal,1908,0.01,0.52
36116,Nepal,1909,0.01,0.52
36117,Nepal,1910,0.01,0.52
36118,Nepal,1911,0.01,0.52
36119,Nepal,1912,0.01,0.52
36120,Nepal,1913,0.01,0.52
36121,Nepal,1914,0.01,0.52
36122,Nepal,1915,0.01,0.52
36123,Nepal,1916,0.01,0.52
36124,Nepal,1917,0.01,0.52
36125,Nepal,1918,0.01,0.52
36126,Nepal,1919,0.01,0.52
36127,Nepal,1920,0.01,0.52
36128,Nepal,1921,0.01,0.52
36129,Nepal,1922,0.01,0.52
36130,Nepal,1923,0.01,0.52
36131,Nepal,1924,0.01,0.52
36132,Nepal,1925,0.01,0.52
36133,Nepal,1926,0.01,0.52
36134,Nepal,1927,0.01,0.52
36135,Nepal,1928,0.01,0.52
36136,Nepal,1929,0.01,0.52
36137,Nepal,1930,0.01,0.52
36138,Nepal,1931,0.01,0.52
36139,Nepal,1932,0.01,0.52
36140,Nepal,1933,0.01,0.52
36141,Nepal,1934,0.01,0.52
36142,Nepal,1935,0.01,0.52
36143,Nepal,1936,0.01,0.52
36144,Nepal,1937,0.01,0.52
36145,Nepal,1938,0.01,0.52
36146,Nepal,1939,0.01,0.52
36147,Nepal,1940,0.01,0.52
36148,Nepal,1941,0.01,0.52
36149,Nepal,1942,0.01,0.52
36150,Nepal,1943,0.01,0.52
36151,Nepal,1944,0.01,0.52
36152,Nepal,1945,0.013,0.52
36153,Nepal,1946,0.014,0.52
36154,Nepal,1947,0.014,0.52
36155,Nepal,1948,0.014,0.52
36156,Nepal,1949,0.014,0.52
36157,Nepal,1950,0.027,0.52
36158,Nepal,1951,0.054,0.52
36159,Nepal,1952,0.139,0.52
36160,Nepal,1953,0.139,0.52
36161,Nepal,1954,0.139,0.52
36162,Nepal,1955,0.139,0.52
36163,Nepal,1956,0.139,0.52
36164,Nepal,1957,0.139,0.52
36165,Nepal,1958,0.142,0.52
36166,Nepal,1959,0.205,0.52
36167,Nepal,1960,0.2,0.52
36168,Nepal,1961,0.1,0.52
36169,Nepal,1962,0.093,0.52
36170,Nepal,1963,0.093,0.52
36171,Nepal,1964,0.093,0.52
36172,Nepal,1965,0.093,0.52
36173,Nepal,1966,0.093,0.52
36174,Nepal,1967,0.093,0.52
36175,Nepal,1968,0.093,0.52
36176,Nepal,1969,0.093,0.52
36177,Nepal,1970,0.093,0.52
36178,Nepal,1971,0.094,0.52
36179,Nepal,1972,0.094,0.52
36180,Nepal,1973,0.094,0.52
36181,Nepal,1974,0.094,0.52
36182,Nepal,1975,0.094,0.52
36183,Nepal,1976,0.094,0.52
36184,Nepal,1977,0.094,0.52
36185,Nepal,1978,0.094,0.52
36186,Nepal,1979,0.094,0.52
36187,Nepal,1980,0.098,0.52
36188,Nepal,1981,0.105,0.52
36189,Nepal,1982,0.112,0.52
36190,Nepal,1983,0.112,0.52
36191,Nepal,1984,0.112,0.52
36192,Nepal,1985,0.112,0.52
36193,Nepal,1986,0.113,0.52
36194,Nepal,1987,0.114,0.52
36195,Nepal,1988,0.114,0.52
36196,Nepal,1989,0.114,0.52
36197,Nepal,1990,0.256,0.52
36198,Nepal,1991,0.357,0.52
36199,Nepal,1992,0.403,0.52
36200,Nepal,1993,0.403,0.52
36201,Nepal,1994,0.403,0.52
36202,Nepal,1995,0.405,0.52
36203,Nepal,1996,0.398,0.52
36204,Nepal,1997,0.394,0.52
36205,Nepal,1998,0.394,0.52
36206,Nepal,1999,0.387,0.52
36207,Nepal,2000,0.355,0.52
36208,Nepal,2001,0.348,0.52
36209,Nepal,2002,0.264,0.52
36210,Nepal,2003,0.214,0.52
36211,Nepal,2004,0.214,0.52
36212,Nepal,2005,0.213,0.52
36213,Nepal,2006,0.222,0.52
36214,Nepal,2007,0.271,0.52
36215,Nepal,2008,0.467,0.52
36216,Nepal,2009,0.556,0.52
36217,Nepal,2010,0.547,0.52
36218,Nepal,2011,0.548,0.52
36219,Nepal,2012,0.387,0.52
36220,Nepal,2013,0.281,0.52
36221,Nepal,2014,0.618,0.52
36222,Nepal,2015,0.635,0.52
36223,Nepal,2016,0.656,0.52
36224,Nepal,2017,0.651,0.52
36225,Nepal,2018,0.622,0.52
36226,Nepal,2019,0.585,0.52
36227,Nepal,2020,0.587,0.52
36228,Nepal,2021,0.589,0.52
36265,Netherlands,1789,0.078,8.48
36266,Netherlands,1790,0.078,8.48
36267,Netherlands,1791,0.078,8.48
36268,Netherlands,1792,0.078,8.48
36269,Netherlands,1793,0.078,8.48
36270,Netherlands,1794,0.078,8.48
36271,Netherlands,1795,0.101,8.48
36272,Netherlands,1796,0.137,8.48
36273,Netherlands,1797,0.186,8.48
36274,Netherlands,1798,0.13,8.48
36275,Netherlands,1799,0.13,8.48
36276,Netherlands,1800,0.13,8.48
36277,Netherlands,1801,0.131,8.48
36278,Netherlands,1802,0.131,8.48
36279,Netherlands,1803,0.131,8.48
36280,Netherlands,1804,0.131,8.48
36281,Netherlands,1805,0.102,8.48
36282,Netherlands,1806,0.083,8.48
36283,Netherlands,1807,0.077,8.48
36284,Netherlands,1808,0.077,8.48
36285,Netherlands,1809,0.077,8.48
36286,Netherlands,1810,0.077,8.48
36287,Netherlands,1811,0.12,8.48
36288,Netherlands,1812,0.12,8.48
36289,Netherlands,1813,0.044,8.48
36290,Netherlands,1814,0.044,8.48
36291,Netherlands,1815,0.093,8.48
36292,Netherlands,1816,0.1,8.48
36293,Netherlands,1817,0.1,8.48
36294,Netherlands,1818,0.1,8.48
36295,Netherlands,1819,0.1,8.48
36296,Netherlands,1820,0.1,8.48
36297,Netherlands,1821,0.1,8.48
36298,Netherlands,1822,0.1,8.48
36299,Netherlands,1823,0.1,8.48
36300,Netherlands,1824,0.1,8.48
36301,Netherlands,1825,0.1,8.48
36302,Netherlands,1826,0.1,8.48
36303,Netherlands,1827,0.1,8.48
36304,Netherlands,1828,0.1,8.48
36305,Netherlands,1829,0.1,8.48
36306,Netherlands,1830,0.103,8.48
36307,Netherlands,1831,0.11,8.48
36308,Netherlands,1832,0.11,8.48
36309,Netherlands,1833,0.11,8.48
36310,Netherlands,1834,0.11,8.48
36311,Netherlands,1835,0.11,8.48
36312,Netherlands,1836,0.11,8.48
36313,Netherlands,1837,0.11,8.48
36314,Netherlands,1838,0.11,8.48
36315,Netherlands,1839,0.11,8.48
36316,Netherlands,1840,0.11,8.48
36317,Netherlands,1841,0.11,8.48
36318,Netherlands,1842,0.11,8.48
36319,Netherlands,1843,0.11,8.48
36320,Netherlands,1844,0.11,8.48
36321,Netherlands,1845,0.11,8.48
36322,Netherlands,1846,0.11,8.48
36323,Netherlands,1847,0.11,8.48
36324,Netherlands,1848,0.159,8.48
36325,Netherlands,1849,0.374,8.48
36326,Netherlands,1850,0.374,8.48
36327,Netherlands,1851,0.373,8.48
36328,Netherlands,1852,0.373,8.48
36329,Netherlands,1853,0.373,8.48
36330,Netherlands,1854,0.373,8.48
36331,Netherlands,1855,0.373,8.48
36332,Netherlands,1856,0.372,8.48
36333,Netherlands,1857,0.372,8.48
36334,Netherlands,1858,0.372,8.48
36335,Netherlands,1859,0.372,8.48
36336,Netherlands,1860,0.375,8.48
36337,Netherlands,1861,0.375,8.48
36338,Netherlands,1862,0.377,8.48
36339,Netherlands,1863,0.378,8.48
36340,Netherlands,1864,0.378,8.48
36341,Netherlands,1865,0.377,8.48
36342,Netherlands,1866,0.376,8.48
36343,Netherlands,1867,0.376,8.48
36344,Netherlands,1868,0.376,8.48
36345,Netherlands,1869,0.374,8.48
36346,Netherlands,1870,0.373,8.48
36347,Netherlands,1871,0.374,8.48
36348,Netherlands,1872,0.375,8.48
36349,Netherlands,1873,0.376,8.48
36350,Netherlands,1874,0.38,8.48
36351,Netherlands,1875,0.379,8.48
36352,Netherlands,1876,0.379,8.48
36353,Netherlands,1877,0.379,8.48
36354,Netherlands,1878,0.379,8.48
36355,Netherlands,1879,0.379,8.48
36356,Netherlands,1880,0.379,8.48
36357,Netherlands,1881,0.379,8.48
36358,Netherlands,1882,0.379,8.48
36359,Netherlands,1883,0.379,8.48
36360,Netherlands,1884,0.378,8.48
36361,Netherlands,1885,0.378,8.48
36362,Netherlands,1886,0.381,8.48
36363,Netherlands,1887,0.382,8.48
36364,Netherlands,1888,0.399,8.48
36365,Netherlands,1889,0.415,8.48
36366,Netherlands,1890,0.415,8.48
36367,Netherlands,1891,0.413,8.48
36368,Netherlands,1892,0.413,8.48
36369,Netherlands,1893,0.413,8.48
36370,Netherlands,1894,0.413,8.48
36371,Netherlands,1895,0.414,8.48
36372,Netherlands,1896,0.449,8.48
36373,Netherlands,1897,0.45,8.48
36374,Netherlands,1898,0.45,8.48
36375,Netherlands,1899,0.45,8.48
36376,Netherlands,1900,0.468,8.48
36377,Netherlands,1901,0.46,8.48
36378,Netherlands,1902,0.454,8.48
36379,Netherlands,1903,0.454,8.48
36380,Netherlands,1904,0.454,8.48
36381,Netherlands,1905,0.453,8.48
36382,Netherlands,1906,0.453,8.48
36383,Netherlands,1907,0.453,8.48
36384,Netherlands,1908,0.453,8.48
36385,Netherlands,1909,0.453,8.48
36386,Netherlands,1910,0.469,8.48
36387,Netherlands,1911,0.469,8.48
36388,Netherlands,1912,0.469,8.48
36389,Netherlands,1913,0.468,8.48
36390,Netherlands,1914,0.466,8.48
36391,Netherlands,1915,0.466,8.48
36392,Netherlands,1916,0.466,8.48
36393,Netherlands,1917,0.475,8.48
36394,Netherlands,1918,0.536,8.48
36395,Netherlands,1919,0.544,8.48
36396,Netherlands,1920,0.73,8.48
36397,Netherlands,1921,0.73,8.48
36398,Netherlands,1922,0.738,8.48
36399,Netherlands,1923,0.746,8.48
36400,Netherlands,1924,0.746,8.48
36401,Netherlands,1925,0.746,8.48
36402,Netherlands,1926,0.746,8.48
36403,Netherlands,1927,0.746,8.48
36404,Netherlands,1928,0.746,8.48
36405,Netherlands,1929,0.744,8.48
36406,Netherlands,1930,0.742,8.48
36407,Netherlands,1931,0.742,8.48
36408,Netherlands,1932,0.742,8.48
36409,Netherlands,1933,0.744,8.48
36410,Netherlands,1934,0.744,8.48
36411,Netherlands,1935,0.744,8.48
36412,Netherlands,1936,0.744,8.48
36413,Netherlands,1937,0.743,8.48
36414,Netherlands,1938,0.743,8.48
36415,Netherlands,1939,0.743,8.48
36416,Netherlands,1940,0.205,8.48
36417,Netherlands,1941,0.148,8.48
36418,Netherlands,1942,0.145,8.48
36419,Netherlands,1943,0.145,8.48
36420,Netherlands,1944,0.144,8.48
36421,Netherlands,1945,0.163,8.48
36422,Netherlands,1946,0.514,8.48
36423,Netherlands,1947,0.759,8.48
36424,Netherlands,1948,0.763,8.48
36425,Netherlands,1949,0.785,8.48
36426,Netherlands,1950,0.785,8.48
36427,Netherlands,1951,0.785,8.48
36428,Netherlands,1952,0.777,8.48
36429,Netherlands,1953,0.77,8.48
36430,Netherlands,1954,0.77,8.48
36431,Netherlands,1955,0.769,8.48
36432,Netherlands,1956,0.781,8.48
36433,Netherlands,1957,0.788,8.48
36434,Netherlands,1958,0.788,8.48
36435,Netherlands,1959,0.791,8.48
36436,Netherlands,1960,0.794,8.48
36437,Netherlands,1961,0.794,8.48
36438,Netherlands,1962,0.794,8.48
36439,Netherlands,1963,0.792,8.48
36440,Netherlands,1964,0.791,8.48
36441,Netherlands,1965,0.791,8.48
36442,Netherlands,1966,0.817,8.48
36443,Netherlands,1967,0.827,8.48
36444,Netherlands,1968,0.833,8.48
36445,Netherlands,1969,0.845,8.48
36446,Netherlands,1970,0.846,8.48
36447,Netherlands,1971,0.844,8.48
36448,Netherlands,1972,0.843,8.48
36449,Netherlands,1973,0.848,8.48
36450,Netherlands,1974,0.848,8.48
36451,Netherlands,1975,0.848,8.48
36452,Netherlands,1976,0.848,8.48
36453,Netherlands,1977,0.847,8.48
36454,Netherlands,1978,0.847,8.48
36455,Netherlands,1979,0.861,8.48
36456,Netherlands,1980,0.866,8.48
36457,Netherlands,1981,0.865,8.48
36458,Netherlands,1982,0.864,8.48
36459,Netherlands,1983,0.864,8.48
36460,Netherlands,1984,0.864,8.48
36461,Netherlands,1985,0.864,8.48
36462,Netherlands,1986,0.863,8.48
36463,Netherlands,1987,0.862,8.48
36464,Netherlands,1988,0.862,8.48
36465,Netherlands,1989,0.863,8.48
36466,Netherlands,1990,0.864,8.48
36467,Netherlands,1991,0.864,8.48
36468,Netherlands,1992,0.864,8.48
36469,Netherlands,1993,0.864,8.48
36470,Netherlands,1994,0.865,8.48
36471,Netherlands,1995,0.866,8.48
36472,Netherlands,1996,0.866,8.48
36473,Netherlands,1997,0.861,8.48
36474,Netherlands,1998,0.852,8.48
36475,Netherlands,1999,0.869,8.48
36476,Netherlands,2000,0.862,8.48
36477,Netherlands,2001,0.862,8.48
36478,Netherlands,2002,0.856,8.48
36479,Netherlands,2003,0.862,8.48
36480,Netherlands,2004,0.862,8.48
36481,Netherlands,2005,0.862,8.48
36482,Netherlands,2006,0.864,8.48
36483,Netherlands,2007,0.872,8.48
36484,Netherlands,2008,0.872,8.48
36485,Netherlands,2009,0.872,8.48
36486,Netherlands,2010,0.876,8.48
36487,Netherlands,2011,0.871,8.48
36488,Netherlands,2012,0.871,8.48
36489,Netherlands,2013,0.876,8.48
36490,Netherlands,2014,0.878,8.48
36491,Netherlands,2015,0.878,8.48
36492,Netherlands,2016,0.878,8.48
36493,Netherlands,2017,0.876,8.48
36494,Netherlands,2018,0.877,8.48
36495,Netherlands,2019,0.87,8.48
36496,Netherlands,2020,0.865,8.48
36497,Netherlands,2021,0.862,8.48
36721,New Zealand,1853,0.332,11.17
36722,New Zealand,1854,0.332,11.17
36723,New Zealand,1855,0.332,11.17
36724,New Zealand,1856,0.498,11.17
36725,New Zealand,1857,0.498,11.17
36726,New Zealand,1858,0.498,11.17
36727,New Zealand,1859,0.49,11.17
36728,New Zealand,1860,0.49,11.17
36729,New Zealand,1861,0.506,11.17
36730,New Zealand,1862,0.508,11.17
36731,New Zealand,1863,0.508,11.17
36732,New Zealand,1864,0.508,11.17
36733,New Zealand,1865,0.508,11.17
36734,New Zealand,1866,0.506,11.17
36735,New Zealand,1867,0.505,11.17
36736,New Zealand,1868,0.508,11.17
36737,New Zealand,1869,0.51,11.17
36738,New Zealand,1870,0.51,11.17
36739,New Zealand,1871,0.523,11.17
36740,New Zealand,1872,0.523,11.17
36741,New Zealand,1873,0.523,11.17
36742,New Zealand,1874,0.523,11.17
36743,New Zealand,1875,0.523,11.17
36744,New Zealand,1876,0.523,11.17
36745,New Zealand,1877,0.523,11.17
36746,New Zealand,1878,0.523,11.17
36747,New Zealand,1879,0.568,11.17
36748,New Zealand,1880,0.584,11.17
36749,New Zealand,1881,0.584,11.17
36750,New Zealand,1882,0.582,11.17
36751,New Zealand,1883,0.582,11.17
36752,New Zealand,1884,0.58,11.17
36753,New Zealand,1885,0.579,11.17
36754,New Zealand,1886,0.579,11.17
36755,New Zealand,1887,0.58,11.17
36756,New Zealand,1888,0.585,11.17
36757,New Zealand,1889,0.582,11.17
